Year,Week,Category,Brand,Product_Name,Weekly_Units_Sold,Weekly_Revenue,Weekly_Margin,Average_Stock,Month,Lag_1,Lag_2,Lag_3,Lag_4,Rolling_4_Week_Avg,Rolling_8_Week_Avg,Target
2024,38,Snacks,ITC,Bingo Chips,27,3558.6787069899206,470.3727573319105,264.46153846153845,9,17.0,30.0,9.0,30.0,20.75,21.375,11.0
2024,39,Snacks,ITC,Bingo Chips,11,1390.907371164222,293.029011463743,286.0,9,27.0,17.0,30.0,9.0,21.25,20.875,23.0
2024,40,Snacks,ITC,Bingo Chips,23,2403.5607344702094,373.07376886693805,307.1111111111111,10,11.0,27.0,17.0,30.0,19.5,20.25,18.0
2024,41,Snacks,ITC,Bingo Chips,18,1957.5820724567623,423.75947332933305,305.5,10,23.0,11.0,27.0,17.0,19.75,20.625,40.0
2024,42,Snacks,ITC,Bingo Chips,40,4925.43126767078,791.6873383150935,293.0769230769231,10,18.0,23.0,11.0,27.0,23.0,21.875,24.0
2024,43,Snacks,ITC,Bingo Chips,24,3855.79173935436,930.0064502041591,244.5,10,40.0,18.0,23.0,11.0,26.25,23.75,28.0
2024,44,Snacks,ITC,Bingo Chips,28,4079.56614606153,939.1709161839599,252.3,11,24.0,40.0,18.0,23.0,27.5,23.5,33.0
2024,45,Snacks,ITC,Bingo Chips,33,5218.633849271805,816.2749054311518,343.0,11,28.0,24.0,40.0,18.0,31.25,25.5,42.0
2024,46,Snacks,ITC,Bingo Chips,42,5878.294076107002,986.1233742435481,228.23076923076923,11,33.0,28.0,24.0,40.0,31.75,27.375,30.0
2024,47,Snacks,ITC,Bingo Chips,30,4126.840073974157,788.7125442767808,311.5,11,42.0,33.0,28.0,24.0,33.25,29.75,36.0
2024,48,Snacks,ITC,Bingo Chips,36,5485.118737751168,1107.5817072112259,266.6363636363636,11,30.0,42.0,33.0,28.0,35.25,31.375,17.0
2024,49,Snacks,ITC,Bingo Chips,17,2307.109081390335,429.193343962012,286.5,12,36.0,30.0,42.0,33.0,31.25,31.25,32.0
2024,50,Snacks,ITC,Bingo Chips,32,3639.5870689043786,591.4854456899672,319.84615384615387,12,17.0,36.0,30.0,42.0,28.75,30.25,14.0
2024,51,Snacks,ITC,Bingo Chips,14,1690.8266533335427,377.1594705084517,272.0,12,32.0,17.0,36.0,30.0,24.75,29.0,37.0
2024,8,Beverages,Britannia,Britannia_Beverages_product,99,13747.907677238918,2952.902208334363,273.27777777777777,2,82.0,113.0,88.0,98.0,95.5,90.875,76.0
2024,9,Beverages,Britannia,Britannia_Beverages_product,76,9947.751560439297,2141.1060567912828,235.13793103448276,2,99.0,82.0,113.0,88.0,92.5,86.5,91.0
2024,10,Beverages,Britannia,Britannia_Beverages_product,91,13618.474889085923,3046.1960746708273,307.0,3,76.0,99.0,82.0,113.0,87.0,89.625,111.0
2024,11,Beverages,Britannia,Britannia_Beverages_product,111,14468.621745492419,2808.924012507265,286.0,3,91.0,76.0,99.0,82.0,94.25,94.75,81.0
2024,12,Beverages,Britannia,Britannia_Beverages_product,81,13242.689553321137,2851.4823828547783,230.3913043478261,3,111.0,91.0,76.0,99.0,89.75,92.625,87.0
2024,13,Beverages,Britannia,Britannia_Beverages_product,87,11721.66087084551,2059.6100135625893,246.93939393939394,3,81.0,111.0,91.0,76.0,92.5,92.5,105.0
2024,14,Beverages,Britannia,Britannia_Beverages_product,105,12844.77503099401,2393.5499585718258,349.03225806451616,4,87.0,81.0,111.0,91.0,96.0,91.5,104.0
2024,15,Beverages,Britannia,Britannia_Beverages_product,104,15984.347061272752,3394.4404205434143,254.93939393939394,4,105.0,87.0,81.0,111.0,94.25,94.25,97.0
2024,16,Beverages,Britannia,Britannia_Beverages_product,97,13266.709254705314,2697.1155453843394,268.3333333333333,4,104.0,105.0,87.0,81.0,98.25,94.0,99.0
2024,17,Beverages,Britannia,Britannia_Beverages_product,99,13391.624229494108,2313.0294460137393,268.7741935483871,4,97.0,104.0,105.0,87.0,101.25,96.875,107.0
2024,18,Beverages,Britannia,Britannia_Beverages_product,107,14114.281294840128,2888.941866829465,285.3,5,99.0,97.0,104.0,105.0,101.75,98.875,92.0
2024,19,Beverages,Britannia,Britannia_Beverages_product,92,13584.447243498824,2685.787491286203,269.8666666666667,5,107.0,99.0,97.0,104.0,98.75,96.5,72.0
2024,20,Beverages,Britannia,Britannia_Beverages_product,72,8732.05192995,1760.1749307606765,278.16,5,92.0,107.0,99.0,97.0,92.5,95.375,94.0
2024,21,Beverages,Britannia,Britannia_Beverages_product,94,13412.531657059157,2544.7062066472595,253.0,5,72.0,92.0,107.0,99.0,91.25,96.25,121.0
2024,22,Beverages,Britannia,Britannia_Beverages_product,121,16313.83651611631,3140.5793972494703,284.1578947368421,5,94.0,72.0,92.0,107.0,94.75,98.25,83.0
2024,23,Beverages,Britannia,Britannia_Beverages_product,83,11283.334463992052,2489.44801788251,251.34615384615384,6,121.0,94.0,72.0,92.0,92.5,95.625,91.0
2024,24,Beverages,Britannia,Britannia_Beverages_product,91,12344.587819465938,2606.894099284683,272.85714285714283,6,83.0,121.0,94.0,72.0,97.25,94.875,64.0
2024,25,Beverages,Britannia,Britannia_Beverages_product,64,8699.418131313476,1705.4751603843345,285.0833333333333,6,91.0,83.0,121.0,94.0,89.75,90.5,81.0
2024,26,Beverages,Britannia,Britannia_Beverages_product,81,11603.563607596827,2410.7531700484724,267.0,6,64.0,91.0,83.0,121.0,79.75,87.25,90.0
2024,27,Beverages,Britannia,Britannia_Beverages_product,90,11128.443628447509,2371.5138685434185,270.3448275862069,7,81.0,64.0,91.0,83.0,81.5,87.0,94.0
2024,28,Beverages,Britannia,Britannia_Beverages_product,94,13904.42571724564,2445.5959161074634,253.14285714285714,7,90.0,81.0,64.0,91.0,82.25,89.75,69.0
2024,29,Beverages,Britannia,Britannia_Beverages_product,69,9208.585008462685,2192.5445458803597,265.7391304347826,7,94.0,90.0,81.0,64.0,83.5,86.625,69.0
2024,30,Beverages,Britannia,Britannia_Beverages_product,69,9199.092236427452,1847.2272043882635,279.56666666666666,7,69.0,94.0,90.0,81.0,80.5,80.125,78.0
2024,31,Beverages,Britannia,Britannia_Beverages_product,78,8169.850194961361,1236.6437058038518,305.1034482758621,7,69.0,69.0,94.0,90.0,77.5,79.5,62.0
2024,32,Beverages,Britannia,Britannia_Beverages_product,62,6955.937943037157,1256.7481676260054,298.7083333333333,8,78.0,69.0,69.0,94.0,69.5,75.875,103.0
2024,33,Beverages,Britannia,Britannia_Beverages_product,103,15045.995924065664,3067.2898943435343,288.80645161290323,8,62.0,78.0,69.0,69.0,78.0,80.75,53.0
2024,34,Beverages,Britannia,Britannia_Beverages_product,53,6247.142069108862,998.3069143293251,296.36842105263156,8,103.0,62.0,78.0,69.0,74.0,77.25,97.0
2024,35,Beverages,Britannia,Britannia_Beverages_product,97,11532.40321105061,2062.4299732068694,275.3666666666667,8,53.0,103.0,62.0,78.0,78.75,78.125,54.0
2024,36,Beverages,Britannia,Britannia_Beverages_product,54,4562.8382628907075,746.9482018895741,248.68421052631578,9,97.0,53.0,103.0,62.0,76.75,73.125,77.0
2024,37,Beverages,Britannia,Britannia_Beverages_product,77,9063.93029646122,1652.531727770871,259.5217391304348,9,54.0,97.0,53.0,103.0,70.25,74.125,113.0
2024,38,Beverages,Britannia,Britannia_Beverages_product,113,17748.545136268494,3702.87434499093,284.2352941176471,9,77.0,54.0,97.0,53.0,85.25,79.625,91.0
2024,39,Beverages,Britannia,Britannia_Beverages_product,91,14068.2009100656,2649.446179456038,254.51612903225808,9,113.0,77.0,54.0,97.0,83.75,81.25,124.0
2024,40,Beverages,Britannia,Britannia_Beverages_product,124,15399.694291084796,2618.5698275883215,281.6857142857143,9,91.0,113.0,77.0,54.0,101.25,89.0,117.0
2024,41,Beverages,Britannia,Britannia_Beverages_product,117,14980.522914424915,3042.194128716126,235.63636363636363,10,124.0,91.0,113.0,77.0,111.25,90.75,115.0
2024,42,Beverages,Britannia,Britannia_Beverages_product,115,13493.82603266631,2552.432901593206,284.5,10,117.0,124.0,91.0,113.0,111.75,98.5,60.0
2024,43,Beverages,Britannia,Britannia_Beverages_product,60,6641.793274001353,993.9265991742424,229.95833333333334,10,115.0,117.0,124.0,91.0,104.0,93.875,56.0
2024,44,Beverages,Britannia,Britannia_Beverages_product,56,4682.731657616626,879.9724480309021,310.7368421052632,10,60.0,115.0,117.0,124.0,87.0,94.125,89.0
2024,45,Beverages,Britannia,Britannia_Beverages_product,89,10645.6412129029,2020.8020177909814,226.2058823529412,11,56.0,60.0,115.0,117.0,80.0,95.625,85.0
2024,46,Beverages,Britannia,Britannia_Beverages_product,85,13535.413425347535,2552.155081528419,291.13793103448273,11,89.0,56.0,60.0,115.0,72.5,92.125,110.0
2024,47,Beverages,Britannia,Britannia_Beverages_product,110,14294.980027429432,2891.825221865791,303.27272727272725,11,85.0,89.0,56.0,60.0,85.0,94.5,93.0
2024,48,Beverages,Britannia,Britannia_Beverages_product,93,12894.605110353792,2750.200603244355,276.28125,11,110.0,85.0,89.0,56.0,94.25,90.625,85.0
2024,49,Beverages,Britannia,Britannia_Beverages_product,85,9838.285525589708,1672.5610359107109,293.3448275862069,12,93.0,110.0,85.0,89.0,93.25,86.625,85.0
2024,50,Beverages,Britannia,Britannia_Beverages_product,85,11186.336173969868,1929.5840144578117,275.0357142857143,12,85.0,93.0,110.0,85.0,93.25,82.875,99.0
2024,51,Beverages,Britannia,Britannia_Beverages_product,99,11160.572588929657,2349.746297148591,304.19354838709677,12,85.0,85.0,93.0,110.0,90.5,87.75,118.0
2024,8,Dairy,Britannia,Britannia_Dairy_product,124,16731.969301898655,3411.171235585764,318.53846153846155,2,79.0,131.0,83.0,79.0,104.25,98.625,71.0
2024,9,Dairy,Britannia,Britannia_Dairy_product,71,10717.76139321058,2233.142482815187,218.36363636363637,2,124.0,79.0,131.0,83.0,101.25,91.875,101.0
2024,10,Dairy,Britannia,Britannia_Dairy_product,101,13229.08175435582,2368.294436882946,297.0,3,71.0,124.0,79.0,131.0,93.75,93.75,93.0
2024,11,Dairy,Britannia,Britannia_Dairy_product,93,12719.371001150743,2474.3198741522024,258.96666666666664,3,101.0,71.0,124.0,79.0,97.25,95.125,94.0
2024,12,Dairy,Britannia,Britannia_Dairy_product,94,12437.795022846352,2683.6586651285947,281.03333333333336,3,93.0,101.0,71.0,124.0,89.75,97.0,77.0
2024,13,Dairy,Britannia,Britannia_Dairy_product,77,9536.134503537392,1767.0230982311202,286.962962962963,3,94.0,93.0,101.0,71.0,91.25,96.25,84.0
2024,14,Dairy,Britannia,Britannia_Dairy_product,84,11989.59857397022,2612.65077340714,234.93103448275863,4,77.0,94.0,93.0,101.0,87.0,90.375,99.0
2024,15,Dairy,Britannia,Britannia_Dairy_product,99,11938.262283754746,2132.9198934833103,265.79487179487177,4,84.0,77.0,94.0,93.0,88.5,92.875,101.0
2024,16,Dairy,Britannia,Britannia_Dairy_product,101,11985.70766557655,2137.9778429198263,252.24242424242425,4,99.0,84.0,77.0,94.0,90.25,90.0,108.0
2024,17,Dairy,Britannia,Britannia_Dairy_product,108,15883.231347429752,3533.3134872425903,268.2857142857143,4,101.0,99.0,84.0,77.0,98.0,94.625,104.0
2024,18,Dairy,Britannia,Britannia_Dairy_product,104,14579.922442349087,2726.4117699638427,262.0,4,108.0,101.0,99.0,84.0,103.0,95.0,90.0
2024,19,Dairy,Britannia,Britannia_Dairy_product,90,10442.239526365189,1907.0160321557662,261.85185185185185,5,104.0,108.0,101.0,99.0,100.75,94.625,96.0
2024,20,Dairy,Britannia,Britannia_Dairy_product,96,12209.673930795381,2291.506715954134,270.3,5,90.0,104.0,108.0,101.0,99.5,94.875,90.0
2024,21,Dairy,Britannia,Britannia_Dairy_product,90,10776.773489404062,2220.7136947553267,242.8181818181818,5,96.0,90.0,104.0,108.0,95.0,96.5,70.0
2024,22,Dairy,Britannia,Britannia_Dairy_product,70,7321.79145112483,1358.5780642046786,255.43478260869566,6,90.0,96.0,90.0,104.0,86.5,94.75,59.0
2024,23,Dairy,Britannia,Britannia_Dairy_product,59,8027.475693845918,1679.7352370310489,266.45454545454544,6,70.0,90.0,96.0,90.0,78.75,89.75,102.0
2024,24,Dairy,Britannia,Britannia_Dairy_product,102,12652.105941601792,2523.8680732113844,252.75675675675674,6,59.0,70.0,90.0,96.0,80.25,89.875,86.0
2024,25,Dairy,Britannia,Britannia_Dairy_product,86,10105.843143605414,1833.0702770285798,276.7931034482759,6,102.0,59.0,70.0,90.0,79.25,87.125,67.0
2024,26,Dairy,Britannia,Britannia_Dairy_product,67,11486.295315835294,1798.7119493781763,238.28,6,86.0,102.0,59.0,70.0,78.5,82.5,127.0
2024,27,Dairy,Britannia,Britannia_Dairy_product,127,18186.501529278365,3658.4844963556707,232.9189189189189,7,67.0,86.0,102.0,59.0,95.5,87.125,118.0
2024,28,Dairy,Britannia,Britannia_Dairy_product,118,15707.865940818057,3143.433187784031,294.6216216216216,7,127.0,67.0,86.0,102.0,99.5,89.875,62.0
2024,29,Dairy,Britannia,Britannia_Dairy_product,62,7840.734066149666,1295.8452688733644,278.25,7,118.0,127.0,67.0,86.0,93.5,86.375,91.0
2024,30,Dairy,Britannia,Britannia_Dairy_product,91,11968.73777490432,2172.2175708456193,289.10714285714283,7,62.0,118.0,127.0,67.0,99.5,89.0,79.0
2024,31,Dairy,Britannia,Britannia_Dairy_product,79,8988.413397061047,1850.253463454922,289.07142857142856,8,91.0,62.0,118.0,127.0,87.5,91.5,86.0
2024,32,Dairy,Britannia,Britannia_Dairy_product,86,11051.03357056168,2453.63243640992,256.2962962962963,8,79.0,91.0,62.0,118.0,79.5,89.5,44.0
2024,33,Dairy,Britannia,Britannia_Dairy_product,44,5957.925592407772,1231.9829482372315,225.47368421052633,8,86.0,79.0,91.0,62.0,75.0,84.25,87.0
2024,34,Dairy,Britannia,Britannia_Dairy_product,87,10527.494412183638,2205.2474004275787,237.6451612903226,8,44.0,86.0,79.0,91.0,74.0,86.75,103.0
2024,35,Dairy,Britannia,Britannia_Dairy_product,103,16966.39887054605,3937.534694944616,296.1142857142857,8,87.0,44.0,86.0,79.0,80.0,83.75,102.0
2024,36,Dairy,Britannia,Britannia_Dairy_product,102,12245.411544603498,2466.5620728789677,271.97222222222223,9,103.0,87.0,44.0,86.0,84.0,81.75,94.0
2024,37,Dairy,Britannia,Britannia_Dairy_product,94,12144.029415778923,1944.4722571191055,279.62068965517244,9,102.0,103.0,87.0,44.0,96.5,85.75,100.0
2024,38,Dairy,Britannia,Britannia_Dairy_product,100,16993.982351496317,3553.4489403422267,287.5,9,94.0,102.0,103.0,87.0,99.75,86.875,108.0
2024,39,Dairy,Britannia,Britannia_Dairy_product,108,13753.526568388259,2605.6791485571007,277.05882352941177,9,100.0,94.0,102.0,103.0,101.0,90.5,111.0
2024,40,Dairy,Britannia,Britannia_Dairy_product,111,14171.156579230485,3069.2173078690616,274.0571428571429,10,108.0,100.0,94.0,102.0,103.25,93.625,101.0
2024,41,Dairy,Britannia,Britannia_Dairy_product,101,12391.14098487578,2687.7807497144954,236.375,10,111.0,108.0,100.0,94.0,105.0,100.75,77.0
2024,42,Dairy,Britannia,Britannia_Dairy_product,77,10483.212742446518,2171.9654462738413,299.9310344827586,10,101.0,111.0,108.0,100.0,99.25,99.5,72.0
2024,43,Dairy,Britannia,Britannia_Dairy_product,72,8520.721058776515,1470.8016935840224,229.4,10,77.0,101.0,111.0,108.0,90.25,95.625,123.0
2024,44,Dairy,Britannia,Britannia_Dairy_product,123,16557.688339307748,3583.462131049267,303.1794871794872,11,72.0,77.0,101.0,111.0,93.25,98.25,75.0
2024,45,Dairy,Britannia,Britannia_Dairy_product,75,10401.444068240828,2113.2006395402677,288.375,11,123.0,72.0,77.0,101.0,86.75,95.875,92.0
2024,46,Dairy,Britannia,Britannia_Dairy_product,92,9558.840792395986,1793.815540330589,236.79310344827587,11,75.0,123.0,72.0,77.0,90.5,94.875,66.0
2024,47,Dairy,Britannia,Britannia_Dairy_product,66,8616.448498694055,1486.7405887746006,263.54545454545456,11,92.0,75.0,123.0,72.0,89.0,89.625,96.0
2024,48,Dairy,Britannia,Britannia_Dairy_product,96,12093.232722279634,2594.77854790464,265.3225806451613,11,66.0,92.0,75.0,123.0,82.25,87.75,66.0
2024,49,Dairy,Britannia,Britannia_Dairy_product,66,8239.582084202004,1554.4892862293395,295.77272727272725,12,96.0,66.0,92.0,75.0,80.0,83.375,96.0
2024,50,Dairy,Britannia,Britannia_Dairy_product,96,13719.135593340136,2921.976921415155,301.3666666666667,12,66.0,96.0,66.0,92.0,81.0,85.75,85.0
2024,51,Dairy,Britannia,Britannia_Dairy_product,85,11499.570173680542,2025.4010394121713,220.45833333333334,12,96.0,66.0,96.0,66.0,85.75,87.375,105.0
2024,8,Fruits,Britannia,Britannia_Fruits_product,51,6978.409575402166,1199.1409442935653,210.1764705882353,2,109.0,105.0,109.0,98.0,93.5,92.125,119.0
2024,9,Fruits,Britannia,Britannia_Fruits_product,119,15102.013615351952,2705.175226663212,280.55555555555554,3,51.0,109.0,105.0,109.0,96.0,93.0,94.0
2024,10,Fruits,Britannia,Britannia_Fruits_product,94,11272.758486319806,2492.964023877346,252.61290322580646,3,119.0,51.0,109.0,105.0,93.25,94.0,114.0
2024,11,Fruits,Britannia,Britannia_Fruits_product,114,15705.904505774697,2852.2007494286286,247.46875,3,94.0,119.0,51.0,109.0,94.5,99.875,82.0
2024,12,Fruits,Britannia,Britannia_Fruits_product,82,10772.735477282316,1973.0836382411644,298.34615384615387,3,114.0,94.0,119.0,51.0,102.25,97.875,80.0
2024,13,Fruits,Britannia,Britannia_Fruits_product,80,11060.773703939918,2347.207953053045,309.5769230769231,3,82.0,114.0,94.0,119.0,92.5,94.25,95.0
2024,14,Fruits,Britannia,Britannia_Fruits_product,95,13025.035268113803,2869.3231002803163,274.14285714285717,4,80.0,82.0,114.0,94.0,92.75,93.0,124.0
2024,15,Fruits,Britannia,Britannia_Fruits_product,124,17155.56620896555,3753.1690522346776,274.219512195122,4,95.0,80.0,82.0,114.0,95.25,94.875,119.0
2024,16,Fruits,Britannia,Britannia_Fruits_product,119,14075.682838503217,2624.943683520901,278.7631578947368,4,124.0,95.0,80.0,82.0,104.5,103.375,110.0
2024,17,Fruits,Britannia,Britannia_Fruits_product,110,12484.232770783487,2616.7626119602673,239.09677419354838,4,119.0,124.0,95.0,80.0,112.0,102.25,70.0
2024,18,Fruits,Britannia,Britannia_Fruits_product,70,8247.162500046508,1650.7252487676071,269.38461538461536,5,110.0,119.0,124.0,95.0,105.75,99.25,123.0
2024,19,Fruits,Britannia,Britannia_Fruits_product,123,14814.471901661513,3096.4592802581133,289.02702702702703,5,70.0,110.0,119.0,124.0,105.5,100.375,84.0
2024,20,Fruits,Britannia,Britannia_Fruits_product,84,10164.697044223687,2309.393658784498,270.96666666666664,5,123.0,70.0,110.0,119.0,96.75,100.625,73.0
2024,21,Fruits,Britannia,Britannia_Fruits_product,73,10399.908644320505,2011.1556671733856,301.875,5,84.0,123.0,70.0,110.0,87.5,99.75,92.0
2024,22,Fruits,Britannia,Britannia_Fruits_product,92,10687.912402893857,1939.0354042828014,285.8709677419355,6,73.0,84.0,123.0,70.0,93.0,99.375,102.0
2024,23,Fruits,Britannia,Britannia_Fruits_product,102,11467.12402648558,1953.2738199437367,266.7096774193548,6,92.0,73.0,84.0,123.0,87.75,96.625,77.0
2024,24,Fruits,Britannia,Britannia_Fruits_product,77,10455.449623192386,2090.6218893218165,323.3125,6,102.0,92.0,73.0,84.0,86.0,91.375,56.0
2024,25,Fruits,Britannia,Britannia_Fruits_product,56,8860.600198700991,2002.310124230322,292.8235294117647,6,77.0,102.0,92.0,73.0,81.75,84.625,82.0
2024,26,Fruits,Britannia,Britannia_Fruits_product,82,10930.699188344808,2258.753748488845,236.0,6,56.0,77.0,102.0,92.0,79.25,86.125,89.0
2024,27,Fruits,Britannia,Britannia_Fruits_product,89,11581.243178402216,2120.0020215018153,306.51724137931035,7,82.0,56.0,77.0,102.0,76.0,81.875,57.0
2024,28,Fruits,Britannia,Britannia_Fruits_product,57,6019.929022178899,1260.946777432195,235.0,7,89.0,82.0,56.0,77.0,71.0,78.5,75.0
2024,29,Fruits,Britannia,Britannia_Fruits_product,75,11246.580122838282,2376.8665318639064,235.3846153846154,7,57.0,89.0,82.0,56.0,75.75,78.75,115.0
2024,30,Fruits,Britannia,Britannia_Fruits_product,115,16700.01706461377,3539.599437451745,269.3783783783784,7,75.0,57.0,89.0,82.0,84.0,81.625,92.0
2024,31,Fruits,Britannia,Britannia_Fruits_product,92,11439.786865568562,2233.0484546414727,273.1,7,115.0,75.0,57.0,89.0,84.75,80.375,128.0
2024,32,Fruits,Britannia,Britannia_Fruits_product,128,17349.169710999093,3402.6834336617712,300.925,8,92.0,115.0,75.0,57.0,102.5,86.75,108.0
2024,33,Fruits,Britannia,Britannia_Fruits_product,108,14239.370410307585,3000.7963441323454,291.0,8,128.0,92.0,115.0,75.0,110.75,93.25,100.0
2024,34,Fruits,Britannia,Britannia_Fruits_product,100,12552.213235854679,2442.2846741685885,255.66666666666666,8,108.0,128.0,92.0,115.0,107.0,95.5,74.0
2024,35,Fruits,Britannia,Britannia_Fruits_product,74,9106.515707579345,2022.4387277667722,266.4,8,100.0,108.0,128.0,92.0,102.5,93.625,120.0
2024,36,Fruits,Britannia,Britannia_Fruits_product,120,13895.888722073456,2845.133778153185,285.325,9,74.0,100.0,108.0,128.0,100.5,101.5,108.0
2024,37,Fruits,Britannia,Britannia_Fruits_product,108,13848.980768738666,3055.423255312764,308.13513513513516,9,120.0,74.0,100.0,108.0,100.5,105.625,114.0
2024,38,Fruits,Britannia,Britannia_Fruits_product,114,14634.671346442901,2479.7681018646676,294.35135135135135,9,108.0,120.0,74.0,100.0,104.0,105.5,117.0
2024,39,Fruits,Britannia,Britannia_Fruits_product,117,11446.589685828236,1903.5859068469472,267.6585365853659,9,114.0,108.0,120.0,74.0,114.75,108.625,80.0
2024,40,Fruits,Britannia,Britannia_Fruits_product,80,9356.336710938705,1858.8194910172544,274.14285714285717,10,117.0,114.0,108.0,120.0,104.75,102.625,92.0
2024,41,Fruits,Britannia,Britannia_Fruits_product,92,11900.972704521437,2267.7234220861737,265.6774193548387,10,80.0,117.0,114.0,108.0,100.75,100.625,115.0
2024,42,Fruits,Britannia,Britannia_Fruits_product,115,14987.944268437854,3227.0386110492386,304.1951219512195,10,92.0,80.0,117.0,114.0,101.0,102.5,91.0
2024,43,Fruits,Britannia,Britannia_Fruits_product,91,10339.340504700624,2018.8915849781995,275.3448275862069,10,115.0,92.0,80.0,117.0,94.5,104.625,104.0
2024,44,Fruits,Britannia,Britannia_Fruits_product,104,14051.331728618437,2963.7334448593283,310.72222222222223,10,91.0,115.0,92.0,80.0,100.5,102.625,98.0
2024,45,Fruits,Britannia,Britannia_Fruits_product,98,11618.832319668058,2266.227778017535,303.13793103448273,11,104.0,91.0,115.0,92.0,102.0,101.375,83.0
2024,46,Fruits,Britannia,Britannia_Fruits_product,83,12230.687578365563,2493.247629316427,256.0740740740741,11,98.0,104.0,91.0,115.0,94.0,97.5,80.0
2024,47,Fruits,Britannia,Britannia_Fruits_product,80,13100.71282439952,3023.087845683832,297.4642857142857,11,83.0,98.0,104.0,91.0,91.25,92.875,106.0
2024,48,Fruits,Britannia,Britannia_Fruits_product,106,14538.901571784205,2878.7216674503197,275.65625,11,80.0,83.0,98.0,104.0,91.75,96.125,89.0
2024,49,Fruits,Britannia,Britannia_Fruits_product,89,12441.08374881421,2798.8329987400007,284.3,12,106.0,80.0,83.0,98.0,89.5,95.75,113.0
2024,50,Fruits,Britannia,Britannia_Fruits_product,113,12608.884550367224,2547.213426827348,287.1388888888889,12,89.0,106.0,80.0,83.0,97.0,95.5,129.0
2024,51,Fruits,Britannia,Britannia_Fruits_product,129,17270.057703215436,3553.6627854472017,293.26190476190476,12,113.0,89.0,106.0,80.0,109.25,100.25,93.0
2024,8,Grocery,Britannia,Britannia_Grocery_product,89,12312.653004608188,2354.1862850104085,271.5483870967742,2,88.0,100.0,59.0,92.0,84.0,93.0,73.0
2024,9,Grocery,Britannia,Britannia_Grocery_product,73,8806.044996704157,1855.2463718636438,237.03703703703704,3,89.0,88.0,100.0,59.0,87.5,88.625,98.0
2024,10,Grocery,Britannia,Britannia_Grocery_product,98,11533.232701579485,2428.3895134998515,310.6666666666667,3,73.0,89.0,88.0,100.0,87.0,87.25,122.0
2024,11,Grocery,Britannia,Britannia_Grocery_product,122,16028.23267430541,3115.7088386009477,258.275,3,98.0,73.0,89.0,88.0,95.5,90.125,77.0
2024,12,Grocery,Britannia,Britannia_Grocery_product,77,9778.668138264053,2044.7129524624968,250.65384615384616,3,122.0,98.0,73.0,89.0,92.5,88.25,99.0
2024,13,Grocery,Britannia,Britannia_Grocery_product,99,12849.12231843798,2485.868105393105,263.1290322580645,3,77.0,122.0,98.0,73.0,99.0,93.25,73.0
2024,14,Grocery,Britannia,Britannia_Grocery_product,73,9643.895931274707,2003.0884067478023,229.20833333333334,4,99.0,77.0,122.0,98.0,92.75,89.875,107.0
2024,15,Grocery,Britannia,Britannia_Grocery_product,107,13189.173213004624,2611.866681804844,258.2894736842105,4,73.0,99.0,77.0,122.0,89.0,92.25,119.0
2024,16,Grocery,Britannia,Britannia_Grocery_product,119,15901.479247046434,3459.9596532818705,278.35897435897436,4,107.0,73.0,99.0,77.0,99.5,96.0,122.0
2024,17,Grocery,Britannia,Britannia_Grocery_product,122,16795.825981135873,3635.3871290587604,282.2093023255814,4,119.0,107.0,73.0,99.0,105.25,102.125,91.0
2024,18,Grocery,Britannia,Britannia_Grocery_product,91,11985.259317191794,2011.1781684760085,257.56,4,122.0,119.0,107.0,73.0,109.75,101.25,79.0
2024,19,Grocery,Britannia,Britannia_Grocery_product,79,11024.955238950628,2276.1791799875828,271.75,5,91.0,122.0,119.0,107.0,102.75,95.875,112.0
2024,20,Grocery,Britannia,Britannia_Grocery_product,112,14784.745860151537,2701.2924687573827,256.84375,5,79.0,91.0,122.0,119.0,101.0,100.25,73.0
2024,21,Grocery,Britannia,Britannia_Grocery_product,73,7135.90228147894,1365.8178644473467,289.92857142857144,5,112.0,79.0,91.0,122.0,88.75,97.0,102.0
2024,22,Grocery,Britannia,Britannia_Grocery_product,102,16707.587718333667,3721.6665968771026,264.84375,6,73.0,112.0,79.0,91.0,91.5,100.625,74.0
2024,23,Grocery,Britannia,Britannia_Grocery_product,74,10792.063850364739,2174.8344280755323,266.7586206896552,6,102.0,73.0,112.0,79.0,90.25,96.5,83.0
2024,24,Grocery,Britannia,Britannia_Grocery_product,83,9795.228049734493,1991.1770709789694,234.39285714285714,6,74.0,102.0,73.0,112.0,83.0,92.0,101.0
2024,25,Grocery,Britannia,Britannia_Grocery_product,101,13578.95380420986,2815.2603607581127,293.3636363636364,6,83.0,74.0,102.0,73.0,90.0,89.375,67.0
2024,26,Grocery,Britannia,Britannia_Grocery_product,67,9039.440964845477,1733.0781836118426,305.84,6,101.0,83.0,74.0,102.0,81.25,86.375,85.0
2024,27,Grocery,Britannia,Britannia_Grocery_product,85,11201.948960742682,2603.01497106975,302.1290322580645,7,67.0,101.0,83.0,74.0,84.0,87.125,88.0
2024,28,Grocery,Britannia,Britannia_Grocery_product,88,12714.11519810071,2638.292090487203,257.3448275862069,7,85.0,67.0,101.0,83.0,85.25,84.125,83.0
2024,29,Grocery,Britannia,Britannia_Grocery_product,83,9489.22082086579,1698.3710832080792,296.25,7,88.0,85.0,67.0,101.0,80.75,85.375,89.0
