Year,Week,Category,Weekly_Units_Sold,Weekly_Revenue,Weekly_Margin,Lag_1,Lag_2,Lag_3,Rolling_4_Week_Avg,Target,Category_Encoded
2024,38,Personal Care,135,20306.25262739854,3936.422525559418,89.0,67.0,89.0,95.0,95.0,5
2024,39,Personal Care,95,11284.132619325308,1759.481317612655,135.0,89.0,67.0,96.5,92.0,5
2024,40,Personal Care,92,11901.84887692655,2469.729894639753,95.0,135.0,89.0,102.75,95.0,5
2024,41,Personal Care,95,9716.6855529443,1894.667674976237,92.0,95.0,135.0,104.25,97.0,5
2024,42,Personal Care,97,13313.337441862397,2809.9891521735667,95.0,92.0,95.0,94.75,60.0,5
2024,43,Personal Care,60,7395.545710369459,1585.0172376414926,97.0,95.0,92.0,86.0,126.0,5
2024,44,Personal Care,126,16580.29533618565,3251.9661280039786,60.0,97.0,95.0,94.5,93.0,5
2024,45,Personal Care,93,11274.738266181155,2136.1062644164394,126.0,60.0,97.0,94.0,87.0,5
2024,46,Personal Care,87,10374.942499421177,2269.021630223722,93.0,126.0,60.0,91.5,91.0,5
2024,47,Personal Care,91,10712.79972694719,1916.5075208444698,87.0,93.0,126.0,99.25,107.0,5
2024,48,Personal Care,107,12022.012091323852,2389.670908146254,91.0,87.0,93.0,94.5,101.0,5
2024,49,Personal Care,101,16493.101301215258,3349.8247212847755,107.0,91.0,87.0,96.5,81.0,5
2024,50,Personal Care,81,11264.959264762305,2237.85922949605,101.0,107.0,91.0,95.0,93.0,5
2024,51,Personal Care,93,12480.333560305393,2613.2603630315734,81.0,101.0,107.0,95.5,86.0,5
2024,4,Snacks,357,46641.5797516591,9659.240860260024,355.0,402.0,436.0,387.5,402.0,6
2024,5,Snacks,402,56877.82590267196,11439.94221959845,357.0,355.0,402.0,379.0,379.0,6
2024,6,Snacks,379,50769.902622305824,10617.23082362849,402.0,357.0,355.0,373.25,293.0,6
2024,7,Snacks,293,37622.19765132751,7927.516718161452,379.0,402.0,357.0,357.75,355.0,6
2024,8,Snacks,355,41347.54008063977,8270.263877621408,293.0,379.0,402.0,357.25,366.0,6
2024,9,Snacks,366,46919.842824308726,8848.728969004016,355.0,293.0,379.0,348.25,361.0,6
2024,10,Snacks,361,46293.751323683464,9317.595188110228,366.0,355.0,293.0,343.75,329.0,6
2024,11,Snacks,329,42129.33750165685,7949.330805684604,361.0,366.0,355.0,352.75,415.0,6
2024,12,Snacks,415,52172.79736751793,10718.80881090876,329.0,361.0,366.0,367.75,362.0,6
2024,13,Snacks,362,46437.86149050341,9239.529557165888,415.0,329.0,361.0,366.75,414.0,6
2024,14,Snacks,414,53494.98900418834,11274.766383833741,362.0,415.0,329.0,380.0,325.0,6
2024,15,Snacks,325,42410.461354872976,8309.706799425663,414.0,362.0,415.0,379.0,335.0,6
2024,16,Snacks,335,46918.60891069506,10154.662047104812,325.0,414.0,362.0,359.0,345.0,6
2024,17,Snacks,345,43735.93487407095,8323.730123985086,335.0,325.0,414.0,354.75,301.0,6
2024,18,Snacks,301,42831.651902375575,9337.22097394198,345.0,335.0,325.0,326.5,353.0,6
2024,19,Snacks,353,46762.81271735208,9724.841916810803,301.0,345.0,335.0,333.5,350.0,6
2024,20,Snacks,350,44289.82605612148,9058.05704955008,353.0,301.0,345.0,337.25,365.0,6
2024,21,Snacks,365,46204.609195433135,9294.966561927187,350.0,353.0,301.0,342.25,401.0,6
2024,22,Snacks,401,57338.922676183436,11650.699693836112,365.0,350.0,353.0,367.25,332.0,6
2024,23,Snacks,332,41198.76730011649,7795.104243330377,401.0,365.0,350.0,362.0,330.0,6
2024,24,Snacks,330,42399.086922269315,9119.145494897186,332.0,401.0,365.0,357.0,330.0,6
2024,25,Snacks,330,47683.03063237367,9303.982875513177,330.0,332.0,401.0,348.25,296.0,6
2024,26,Snacks,296,38545.37026129207,8389.445356725135,330.0,330.0,332.0,322.0,308.0,6
2024,27,Snacks,308,43504.96850490382,9091.353483238965,296.0,330.0,330.0,316.0,338.0,6
2024,28,Snacks,338,40917.444473462354,8199.337459569699,308.0,296.0,330.0,318.0,348.0,6
2024,29,Snacks,348,46061.24965212324,9266.933512382531,338.0,308.0,296.0,322.5,341.0,6
2024,30,Snacks,341,43133.002967009474,9100.904287397885,348.0,338.0,308.0,333.75,330.0,6
2024,31,Snacks,330,48617.15011362413,9692.05847717734,341.0,348.0,338.0,339.25,407.0,6
2024,32,Snacks,407,52517.626962716306,10256.257221781352,330.0,341.0,348.0,356.5,383.0,6
2024,33,Snacks,383,48374.35739511201,9327.79930386555,407.0,330.0,341.0,365.25,387.0,6
2024,34,Snacks,387,51765.4287924188,10801.39647333681,383.0,407.0,330.0,376.75,358.0,6
2024,35,Snacks,358,49406.64499125135,10351.578709786912,387.0,383.0,407.0,383.75,348.0,6
2024,36,Snacks,348,48404.66556175477,9916.259319721825,358.0,387.0,383.0,369.0,346.0,6
2024,37,Snacks,346,44395.86626112788,8869.104077869719,348.0,358.0,387.0,359.75,392.0,6
2024,38,Snacks,392,52043.95469742246,9663.77048174277,346.0,348.0,358.0,361.0,320.0,6
2024,39,Snacks,320,43273.4074562,8687.392012914199,392.0,346.0,348.0,351.5,341.0,6
2024,40,Snacks,341,40988.98738438162,7619.894712826538,320.0,392.0,346.0,349.75,290.0,6
2024,41,Snacks,290,35117.6188983877,7698.275864993524,341.0,320.0,392.0,335.75,434.0,6
2024,42,Snacks,434,56816.89026454171,10929.749619561257,290.0,341.0,320.0,346.25,348.0,6
2024,43,Snacks,348,43454.00302191147,9019.699897284992,434.0,290.0,341.0,353.25,354.0,6
2024,44,Snacks,354,49413.18127696727,10215.40335758735,348.0,434.0,290.0,356.5,421.0,6
2024,45,Snacks,421,57468.321228900466,10508.461499959009,354.0,348.0,434.0,389.25,431.0,6
2024,46,Snacks,431,59635.22469622388,11417.784791284392,421.0,354.0,348.0,388.5,369.0,6
2024,47,Snacks,369,43563.380564234474,8776.882024541557,431.0,421.0,354.0,393.75,341.0,6
2024,48,Snacks,341,44250.89733837621,9044.75372053606,369.0,431.0,421.0,390.5,330.0,6
2024,49,Snacks,330,43715.6763449246,8490.001835173087,341.0,369.0,431.0,367.75,294.0,6
2024,50,Snacks,294,40173.734309072555,7780.728394333343,330.0,341.0,369.0,333.5,346.0,6
2024,51,Snacks,346,47285.51830034821,9805.218186325528,294.0,330.0,341.0,327.75,359.0,6
2024,4,Vegetables,123,15415.175515716532,2661.666614186751,90.0,76.0,121.0,102.5,71.0,7
2024,5,Vegetables,71,7641.7083385318965,1626.1355083075055,123.0,90.0,76.0,90.0,117.0,7
2024,6,Vegetables,117,15372.745935514375,3449.992617637194,71.0,123.0,90.0,100.25,124.0,7
2024,7,Vegetables,124,13335.200442477131,2716.745423583202,117.0,71.0,123.0,108.75,73.0,7
2024,8,Vegetables,73,10192.57894649,2078.702225561148,124.0,117.0,71.0,96.25,54.0,7
2024,9,Vegetables,54,6810.188052964928,1312.6345547069452,73.0,124.0,117.0,92.0,87.0,7
2024,10,Vegetables,87,10732.611402692994,1824.3040026905155,54.0,73.0,124.0,84.5,75.0,7
2024,11,Vegetables,75,9905.917070340172,1838.9671537582785,87.0,54.0,73.0,72.25,65.0,7
2024,12,Vegetables,65,7444.466339155401,1660.4695589363353,75.0,87.0,54.0,70.25,75.0,7
2024,13,Vegetables,75,10719.814038011717,2449.00759090493,65.0,75.0,87.0,75.5,121.0,7
2024,14,Vegetables,121,15483.191253357265,3280.9968151196463,75.0,65.0,75.0,84.0,68.0,7
2024,15,Vegetables,68,8423.833934091957,1660.0354228939484,121.0,75.0,65.0,82.25,96.0,7
2024,16,Vegetables,96,13551.708037133081,2507.1540852148482,68.0,121.0,75.0,90.0,94.0,7
2024,17,Vegetables,94,11554.780097262015,2203.087241439732,96.0,68.0,121.0,94.75,63.0,7
2024,18,Vegetables,63,8746.904129054272,1860.0963700500608,94.0,96.0,68.0,80.25,89.0,7
2024,19,Vegetables,89,9440.003072498403,1936.8652840509935,63.0,94.0,96.0,85.5,106.0,7
2024,20,Vegetables,106,11825.188344655002,2596.4601698222473,89.0,63.0,94.0,88.0,111.0,7
2024,21,Vegetables,111,14726.347277727442,2950.581993410716,106.0,89.0,63.0,92.25,100.0,7
2024,22,Vegetables,100,11102.379597676021,1941.0203257244286,111.0,106.0,89.0,101.5,84.0,7
2024,23,Vegetables,84,9745.775336668374,1900.2663995142657,100.0,111.0,106.0,100.25,103.0,7
2024,24,Vegetables,103,13473.6912099825,2582.269610613754,84.0,100.0,111.0,99.5,107.0,7
2024,25,Vegetables,107,16216.14254153142,3449.3424356038395,103.0,84.0,100.0,98.5,99.0,7
2024,26,Vegetables,99,13858.616691260419,2574.373168228314,107.0,103.0,84.0,98.25,68.0,7
2024,27,Vegetables,68,8378.307972063065,1769.4937952885375,99.0,107.0,103.0,94.25,71.0,7
2024,28,Vegetables,71,6990.752534441886,1257.8644449108867,68.0,99.0,107.0,86.25,96.0,7
2024,29,Vegetables,96,13374.898824275891,3089.115492042199,71.0,68.0,99.0,83.5,76.0,7
2024,30,Vegetables,76,9158.878564067934,1690.804222375049,96.0,71.0,68.0,77.75,80.0,7
2024,31,Vegetables,80,10764.965695536177,2372.9497442901315,76.0,96.0,71.0,80.75,108.0,7
2024,32,Vegetables,108,13603.833128283613,2604.2642241300005,80.0,76.0,96.0,90.0,82.0,7
2024,33,Vegetables,82,9513.70069255063,1544.1823261578163,108.0,80.0,76.0,86.5,88.0,7
2024,34,Vegetables,88,15069.804443812216,3275.9872925852014,82.0,108.0,80.0,89.5,90.0,7
2024,35,Vegetables,90,12561.491301513706,2482.268521623585,88.0,82.0,108.0,92.0,103.0,7
2024,36,Vegetables,103,11995.381689802594,2201.534446410768,90.0,88.0,82.0,90.75,80.0,7
2024,37,Vegetables,80,9734.079339293781,1944.6014755085416,103.0,90.0,88.0,90.25,96.0,7
2024,38,Vegetables,96,13710.757992694564,3111.156562100557,80.0,103.0,90.0,92.25,64.0,7
2024,39,Vegetables,64,8032.64812438607,1503.0241588067302,96.0,80.0,103.0,85.75,76.0,7
2024,40,Vegetables,76,11226.878043120712,2408.2730290553864,64.0,96.0,80.0,79.0,99.0,7
2024,41,Vegetables,99,12113.968011455627,2165.610639723366,76.0,64.0,96.0,83.75,104.0,7
2024,42,Vegetables,104,12007.652587211363,2387.783590396828,99.0,76.0,64.0,85.75,80.0,7
2024,43,Vegetables,80,9358.581216698938,1806.092384432137,104.0,99.0,76.0,89.75,88.0,7
2024,44,Vegetables,88,14113.954915257746,2901.034366532219,80.0,104.0,99.0,92.75,73.0,7
2024,45,Vegetables,73,9469.606044994169,1992.631985043174,88.0,80.0,104.0,86.25,93.0,7
2024,46,Vegetables,93,11831.892519315921,2753.906571100606,73.0,88.0,80.0,83.5,119.0,7
2024,47,Vegetables,119,17952.24771278492,3616.9062900298322,93.0,73.0,88.0,93.25,67.0,7
2024,48,Vegetables,67,9476.073861146642,1471.3068508929698,119.0,93.0,73.0,88.0,73.0,7
2024,49,Vegetables,73,10126.629461185737,2162.741692639242,67.0,119.0,93.0,88.0,66.0,7
2024,50,Vegetables,66,7836.474949258337,1244.7678126461342,73.0,67.0,119.0,81.25,78.0,7
2024,51,Vegetables,78,11156.265527476402,2225.162635835941,66.0,73.0,67.0,71.0,63.0,7
